PLC ADR,ALIAS TO ,DESCRIPTION,UNIT,,,,,
W[1000].9,,FREE,"40002, 9",,,,,
W[1000].10,,FREE,"40002, 10",,,,,
W[1000].11,,FREE,"40002, 11",,,,,
W[1000].12,,FREE,"40002, 12",,,,,
W[1000].13,,FREE,"40002, 13",,,,,
W[1000].14,,FREE,"40002, 14",,,,,
W[1000].15,,FREE,"40002, 15",,,,,
W[1001],,DIGITALS OUTPUT,,,,,,
W[1001].0,,STOP ORDER EXT1,"40003, 0",,,,,
W[1001].1,,STOP ORDER EXT2,"40003, 1",,,,,
W[1001].2,,STOP ORDER SAT1,"40003, 2",,,,,
W[1001].3,,STOP ORDER SAT2,"40003, 3",,,,,
W[1001].4,,STOP ORDER CR,"40003, 4",,,,,
W[1001].5,,STOP ORDER MDO (L2),"40003, 5",,,,,
W[1001].6,,FREE,"40003, 6",,,,,
W[1001].7,,FREE,"40003, 7",,,,,
W[1001].8,,FREE,"40003, 8",,,,,
W[1001].9,,FREE,"40003, 9",,,,,
W[1001].10,,FREE,"40003, 10",,,,,
W[1001].11,,FREE,"40003, 11",,,,,
W[1001].12,,FREE,"40003, 12",,,,,
W[1001].13,,FREE,"40003, 13",,,,,
W[1001].14,,FREE,"40003, 14",,,,,
W[1001].15,,FREE,"40003, 15",,,,,
W[1002],,DIGITALS OUTPUT,,,,,,
W[1002].0,,FREE,"40004, 0",,,,,
W[1002].1,,AUTOMATIC SET POINT,"40004, 1",,,,,
W[1002].2,,SPEED / PRESSURE EXT1,"40004, 2",,,,,
W[1002].3,,SPEED / PRESSURE EXT2,"40004, 3",,,,,
W[1002].4,,SPEED / PRESSURE SAT1,"40004, 4",,,,,
W[1002].5,,SPEED / PRESSURE SAT2,"40004, 5",,,,,
W[1002].6,,FREE,"40004, 6",,,,,
W[1002].7,,PURGE EXT1/EXT2,"40004, 7",,,,,
W[1002].8,,PURGE SAT1,"40004, 8",,,,,
W[1002].9,,PURGE SAT2,"40004, 9",,,,,
W[1002].10,,FREE,"40004, 10",,,,,
W[1002].11,,FREE,"40004, 11",,,,,
W[1002].12,,FREE,"40004, 12",,,,,
W[1002].13,,FREE,"40004, 13",,,,,
W[1002].14,,FREE,"40004, 14",,,,,
W[1002].15,,FREE,"40004, 15",,,,,
W[1003],,FREE,40005,,,,,
W[1004],,FREE,40006,,,,,
W[1005],,SET POINT EXT1 PRESSION xxxxpsi,40007,,,,,
W[1006],,SET POINT EXT2 PRESSION xxxxpsi,40008,,,,,
W[1007],,SET POINT SAT1 PRESSION xxxxpsi,40009,,,,,
W[1008],,SET POINT SAT2 PRESSION xxxxpsi,40010,,,,,
W[1009],,FREE,40011,,,,,
W[1010],,"SPEED MAXI EXT2 xxx,xrpm",40012,,,,,
W[1011],,"SPEED MAXI SAT1 xxx,xrpm",40013,,,,,
W[1012],,"SPEED MAXI SAT2 xxx,xrpm",40014,,,,,
W[1013],,"SPEED MAXI CR xxx,xfpm",40015,,,,,
W[1014],,"RATIO MAXI EXT1/EXT2 x,xxx",40016,,,,,
W[1015],,FREE,40017,,,,,
W[1016],,FREE,40018,,,,,
W[1017],,"SPEED SET POINT EXT2 xxx,xrpm",40019,,,,,
W[1018],,"SPEED SET POINT SAT1 xxx,xrpm",40020,,,,,
W[1019],,"SPEED SET POINT SAT2 xxx,xrpm",40021,,,,,
W[1020],,"SPEED SET POINT CR xxx,xfpm",40022,,,,,
W[1021],,"FRICTION EXT1/EXT2 x,xxx",40023,,,,,
W[1022],,"FRICTION MDO1/CR x,xxx",40024,,,,,
W[1023],,"FRICTION TDO/MDO3 x,xxx",40025,,,,,
W[1024],,"FRICTION PRS1/TDO x,xxx",40026,,,,,
W[1025],,"FRICTION PRS2/PRS1 x,xxx",40027,,,,,
W[1026],,"INTRO STRETCHING 1 x,xxx",40028,,,,,
W[1027],,"INTRO STRETCHING 2 x,xxx",40029,,,,,
W[1028],,"LOW STRETCHING 1 x,xxx",40030,,,,,
W[1029],,"LOW STRETCHING 2 x,xxx",40031,,,,,
W[1030],,"PROD STRETCHING 1 x,xxx",40032,,,,,
W[1031],,"PROD STRETCHING 2 x,xxx",40033,,,,,
W[1032],,SET POINT JAUGE TDO/MDO3 xxxlb,40034,,,,,
W[1033],,"SET POINT RATIO CR/EXT x,xxx",40035,,,,,
W[1034],,"SET POINT RATIO CR/SAT1 x,xxx",40036,,,,,
W[1035],,"SET POINT RATIO CR/SAT2 x,xxx",40037,,,,,
W[1036],,WRITE BUFFER FROM SUPERVISOR,40038,,,,,
W[1037],,FREE,40039,,,,,
W[1038],,FREE,40040,,,,,
W[1039],,FREE,40041,,,,,
W[1040],,FREE,40042,,,,,
W[1041],,FREE,40043,,,,,
W[1042],,FREE,40044,,,,,
W[1043],,FREE,40045,,,,,
W[1044],,FREE,40046,,,,,
W[1045],,FREE,40047,,,,,
W[1046],,FREE,40048,,,,,
W[1047],,FREE,40049,,,,,
W[1048],,FREE,40050,,,,,
W[1049],,FREE,40051,,,,,
W[1050],,FREE,40052,,,,,
W[1098],,WRITE BUFFER FROM SUPERVISOR,,,,,,
W[1099],,WRITE BUFFER FROM SUPERVISOR,,,,,,
W[1100],,DIGITAL INPUT,,,,,,
W[1100].0,,INTRO MODE,"40102,0",,,,,
W[1100].1,,LOW MODE,"40102,1",,,,,
W[1100].2,,PROD MODE,"40102,2",,,,,
W[1100].3,,HOLD MODE,"40102,3",,,,,
W[1100].4,,FREE,"40102,4",,,,,
W[1100].5,,MEASURE DEFECT ON DC DRIVE,"40102,5",,,,,
W[1100].6,,GAUGE IN ACTION,"40102,6",,,,,
W[1100].7,,SET POINT AUTO OK,"40102,7",,,,,
W[1100].8,,SPEED/PRESSURE EXT1,"40102,8",,,,,
W[1100].9,,SPEED/PRESSURE EXT2,"40102,9",,,,,
W[1100].10,,SPEED/PRESSURE SAT1,"40102,10",,,,,
W[1100].11,,SPEED/PRESSURE SAT2,"40102,11",,,,,
W[1100].12,,CHANGE SP/PR OK EXT1,"40102,12",,,,,
W[1100].13,,CHANGE SP/PR OK EXT2,"40102,13",,,,,
W[1100].14,,CHANGE SP/PR OK SAT1,"40102,14",,,,,
W[1100].15,,CHANGE SP/PR OK SAT2,"40102,15",,,,,
W[1101],,DIGITAL INPUT,,,,,,
W[1101].0,,EXT1 RUNNING,"40103,0",,,,,
W[1101].1,,EXT2 RUNNING,"40103,1",,,,,
W[1101].2,,SAT1 RUNNING,"40103,2",,,,,
W[1101].3,,SAT2 RUNNING,"40103,3",,,,,
W[1101].4,,CR RUNNING,"40103,4",,,,,
W[1101].5,,MDO1 RUNNING,"40103,5",,,,,
W[1101].6,,MDO2 RUNNING,"40103,6",,,,,
W[1101].7,,MDO3 RUNNING,"40103,7",,,,,
W[1101].8,,TDO RUNNING,"40103,8",,,,,
W[1101].9,,PRS1 RUNNING,"40103,9",,,,,
W[1101].10,,PRS2 RUNNING,"40103,10",,,,,
W[1101].11,,FREE,"40103,11",,,,,
W[1101].12,,FREE,"40103,12",,,,,
W[1101].13,,FREE,"40103,13",,,,,
W[1101].14,,FREE,"40103,14",,,,,
W[1101].15,,FREE,"40103,15",,,,,
W[1102],,DIGITAL INPUT,,,,,,
W[1102].0,,FAULT EXT1,"40104,0",,,,,
W[1102].1,,FAULT EXT2,"40104,1",,,,,
W[1102].2,,FAULT SAT1,"40104,2",,,,,
W[1102].3,,FAULT SAT2,"40104,3",,,,,
W[1102].4,,FAULT CR,"40104,4",,,,,
W[1102].5,,FAULT MDO1,"40104,5",,,,,
W[1102].6,,FAULT MDO2,"40104,6",,,,,
W[1102].7,,FAULT MDO3,"40104,7",,,,,
W[1102].8,,FAULT TDO,"40104,8",,,,,
W[1102].9,,FAULT PRS1,"40104,9",,,,,
W[1102].10,,FAULT PRS2,"40104,10",,,,,
W[1102].11,,FREE,"40104,11",,,,,
W[1102].12,,FREE,"40104,12",,,,,
W[1102].13,,FREE,"40104,13",,,,,
W[1102].14,,FREE,"40104,14",,,,,
W[1102].15,,FREE,"40104,15",,,,,
W[1103],,FREE,40105,,,,,
W[1104],,FREE,40106,,,,,
W[1105],,"SPEED MEASURE EXT1 xxx,xrpm",40107,,,,,
W[1106],,"SPEED MEASURE EXT2 xxx,xrpm",40108,,,,,
W[1107],,"SPEED MEASURE SAT1 xxx,xrpm",40109,,,,,
W[1108],,"SPEED MEASURE SAT2 xxx,xrpm",40110,,,,,
W[1109],,"SPEED MEASURE CR xxx,xfpm",40111,,,,,
W[1110],,"SPEED MEASURE MDO1 xxx,xfpm",40112,,,,,
W[1111],,"SPEED MEASURE MDO2 xxx,xfpm",40113,,,,,
W[1112],,"SPEED MEASURE MDO3 xxx,xfpm",40114,,,,,
W[1113],,"SPEED MEASURE TDO xxx,xfpm",40115,,,,,
W[1114],,"SPEED MEASURE PRS1 xxx,xfpm",40116,,,,,
W[1115],,"SPEED MEASURE PRS2 xxx,xfpm",40117,,,,,
W[1116],,CURRENT EXT1 xxxxamp,40118,,,,,
W[1117],,CURRENT EXT2 xxxxamp,40119,,,,,
W[1118],,CURRENT SAT1 xxxamp,40120,,,,,
W[1119],,CURRENT SAT2 xxxamp,40121,,,,,
W[1120],,"CURRENT CR xx,xamp",40122,,,,,
W[1121],,"CURRENT MDO1 xx,xamp",40123,,,,,
W[1122],,CURRENT MDO2 xxxamp,40124,,,,,
W[1123],,CURRENT MDO3 xxxamp,40125,,,,,
W[1124],,CURRENT TDO xxxamp,40126,,,,,
W[1125],,"CURRENT PRS1 xx,xamp",40127,,,,,
W[1126],,"CURRENT PRS2 xx,xamp",40128,,,,,
W[1127],,FREE,40129,,,,,
W[1128],,FREE,40130,,,,,
W[1129],,FREE,40131,,,,,
W[1130],,FREE,40132,,,,,
W[1131],,FREE,40133,,,,,
W[1132],,"FRICTION MEASURE MDO1/CR x,xxx",40134,,,,,
W[1133],,"FRICTION MEASURE TDO/MDO3 x,xxx",40135,,,,,
W[1134],,"FRICTION MEASURE PRS1/TDO x,xxx",40136,,,,,
W[1135],,"FRICTION MEASURE PRS2/PRS1 x,xxx",40137,,,,,
W[1136],,"FRICTION MEASURE EXT1/EXT2 x,xxx",40138,,,,,
W[1137],,GAUGE MEASURE TDO/MDO3 xxxlb,40139,,,,,
W[1138],,"RATIO MEASURE CR/EXT x,xxx",40140,,,,,
W[1139],,"RATIO MEASURE CR/SAT1 x,xxx",40141,,,,,
W[1140],,"RATIO MEASURE CR/SAT2 x,xxx",40142,,,,,
W[1141],,FREE,40043,,,,,
W[1142],,"STRETCHING MEASURE MDO2/MDO1 x,xxx",40044,,,,,
W[1143],,"STRETCHING MEASURE MDO3/MDO2 x,xxx",40145,,,,,
W[1144],,FREE,40146,,,,,
W[1145],,FREE,40147,,,,,
W[1146],,FREE,40148,,,,,
W[1147],,FREE,40149,,,,,
W[1148],,FREE,40150,,,,,
W[1149],,FREE,40151,,,,,
W[1150],,FREE,40152,,,,,
W[1200],,SET POINT SECTION,,,,,,
W[1201],,MEASURE (0-10000PTS)   W1501,,,,,,
W[1202],,MEASURE (0-10000PTS),,,,,,
W[1203],,PROPORTIONAL ACTION BP%,,,,,,
W[1204],,INTEGRAL CORRECTION n*1/100 mn,,,,,,
W[1205],,INTEGRAL CORRECTION n*1/100 mn,,,,,,
W[1206],,DERIVATIVE CORRECTION,,,,,,
W[1207],,DERIVATIVE CORRECTION,,,,,,
W[1208],,GAIN,,,,,,
W[1209],,MEASURE (T-1),,,,,,
W[1210],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[1211],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[1212],,ORDER - MEASURE = E,,,,,,
W[1213],,ORDER - MEASURE = E,,,,,,
W[1214],,PROPORTIONAL ACTION,,,,,,
W[1215],,PROPORTIONAL ACTION,,,,,,
W[1218],,DERIVATIVE ACTION,,,,,,
W[1219],,DERIVATIVE ACTION,,,,,,
W[1220],,SAMPLE TIME,,,,,,
W[1221],,%MAXI CORRECTION,,,,,,
W[1222],,ORDER FOR  REGULATION (0-10000PTS)   W170,,,,,,
W[1223],,ORDER FOR  REGULATION (0-10000PTS),,,,,,
W[1224],,STATUS BOUCLE,,,,,,
W[1225],,REFERENCE (0-10000PTS),,,,,,
W[1226],,RATIO,,,,,,
W[1227],,ACCELERATION,pts,,,,,
W[1228],,DECELERATION,pts,,,,,
W[1229],,CORRECTION,,,,,,
W[1230],,MANU SET POINT,,,,,,
W[1231],,STOP RAMP,pts,,,,,
W[1232],,OUTPUT RAMP,pts,,,,,
W[1233],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[1234],,SET POINT * RATIO,,,,,,
W[1235],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[1236],,OUTPUT SET POINT,,,,,,
W[1237],,MEASRURE,,,,,,
W[1238],,FREE,,,,,,
W[1239],,FREE,,,,,,
W[1240],,SAMPLE TIMER,*10/trs cyc,,,,,
W[1241],,PID FILTER OUTPUT,,,,,,
W[1242],,PID FILTER OUTPUT,,,,,,
W[1243],,FREE,,,,,,
W[1244],,FREE,,,,,,
W[1245],,FREE,,,,,,
W[1246],,FREE,,,,,,
W[1247],,FREE,,,,,,
W[1248],,FREE,,,,,,
W[1249],,FREE,,,,,,
W[1250],,SUMMATION SET POINT - DEC,,,,,,
W[1251],,SUMMATION SET POINT - ACC,,,,,,
W[1252],,FREE,,,,,,
W[1253],,FREE,,,,,,
W[1254],,FREE,,,,,,
W[1255],,FREE,,,,,,
W[1256],,FREE,,,,,,
W[1257],,FREE,,,,,,
W[1258],,FREE,,,,,,
W[1259],,FREE,,,,,,
W[1260],,FREE,,,,,,
W[1261],,FREE,,,,,,
W[1262],,FREE,,,,,,
W[1263],,FREE,,,,,,
W[1264],,FREE,,,,,,
W[1265],,FREE,,,,,,
W[1266],,FREE,,,,,,
W[1267],,FREE,,,,,,
W[1268],,FREE,,,,,,
W[1269],,FREE,,,,,,
W[1270],,FREE,,,,,,
W[1271],,FREE,,,,,,
W[1272],,FREE,,,,,,
W[1273],,FREE,,,,,,
W[1274],,FREE,,,,,,
W[1275],,FREE,,,,,,
W[1276],,FREE,,,,,,
W[1277],,FREE,,,,,,
W[1278],,FREE,,,,,,
W[1279],,FREE,,,,,,
W[1280],,FREE,,,,,,
W[1281],,FREE,,,,,,
W[1282],,FREE,,,,,,
W[1283],,FREE,,,,,,
W[1284],,FREE,,,,,,
W[1285],,FREE,,,,,,
W[1286],,FREE,,,,,,
W[1287],,FREE,,,,,,
W[1288],,FREE,,,,,,
W[1289],,FREE,,,,,,
W[1290],,FREE,,,,,,
W[1291],,FREE,,,,,,
W[1292],,FREE,,,,,,
W[1293],,FREE,,,,,,
W[1294],,FREE,,,,,,
W[1295],,FREE,,,,,,
W[1296],,FREE,,,,,,
W[1297],,FREE,,,,,,
W[1298],,FREE,,,,,,
W[1299],,FREE,,,,,,
W[1300],,FREE,,,,,,
W[1301],,ORDER VIDEO INVERSE VALUE PAGE1 B500[16],,,,,,
W[1302],,ORDER VIDEO INVERSE VALUE PAGE2 B516[16],,,,,,
W[1303],,ORDER VIDEO INVERSE VALUE PAGE3 B532[16],,,,,,
W[1304],,ORDER VIDEO INVERSE VALUE PAGE4 B548[16],,,,,,
W[1305],,CW BUFFER OF THE SELEC VALUE,,,,,,
W[1306],,CW BUFFER OF THE SELEC VALUE,,,,,,
W[1307],,CW BUFFER OF THE SELEC VALUE,,,,,,
W[1308],,CW BUFFER OF THE SELEC VALUE,,,,,,
W[1309],,CW BUFFER OF THE SELEC VALUE,,,,,,
W[1310],,ADDRESS CW BUFFER,,,,,,
W[1311],,INTERNE VALUE,,,,,,
W[1312],,FREE,,,,,,
W[1313],,FREE,,,,,,
W[1314],,FREE,,,,,,
W[1315],,FREE,,,,,,
W[1316],,FREE,,,,,,
W[1317],,FREE,,,,,,
W[1318],,FREE,,,,,,
W[1319],,FREE,,,,,,
W[1320],,FREE,,,,,,
W[1321],,FREE,,,,,,
W[1322],,FREE,,,,,,
W[1323],,FREE,,,,,,
W[1324],,FREE,,,,,,
W[1325],,FREE,,,,,,
W[1326],,FREE,,,,,,
W[1327],,FREE,,,,,,
W[1328],,FREE,,,,,,
W[1329],,FREE,,,,,,
W[1330],,FREE,,,,,,
W[1331],,FREE,,,,,,
W[1332],,FREE,,,,,,
W[1333],,FREE,,,,,,
W[1334],,FREE,,,,,,
W[1335],,FREE,,,,,,
W[1336],,FREE,,,,,,
W[1337],,FREE,,,,,,
W[1338],,FREE,,,,,,
W[1339],,FREE,,,,,,
W[1340],,FREE,,,,,,
W[1341],,FREE,,,,,,
W[1342],,FREE,,,,,,
W[1343],,FREE,,,,,,
W[1344],,FREE,,,,,,
W[1345],,FREE,,,,,,
W[1346],,FREE,,,,,,
W[1347],,FREE,,,,,,
W[1348],,FREE,,,,,,
W[1349],,FREE,,,,,,
W[1500],,PRESSURE MEASURE EXT1 B/F FOR XBT,xxxxPsi,,,,,
W[1501],,PRESSURE MEASURE EXT1 A/F FOR XBT,xxxxPsi,,,,,
W[1502],,PRESSURE MEASURE EXT2 B/F FOR XBT,xxxxPsi,,,,,
W[1503],,PRESSURE MEASURE EXT2 A/F FOR XBT,xxxxPsi,,,,,
W[1504],,PRESSURE MEASURE SAT1 B/F FOR XBT,xxxxPsi,,,,,
W[1505],,PRESSURE MEASURE SAT1 A/F FOR XBT,xxxxPsi,,,,,
W[1506],,PRESSURE MEASURE SAT2 B/F FOR XBT,xxxxPsi,,,,,
W[1507],,PRESSURE MEASURE SAT2 A/F FOR XBT,xxxxPsi,,,,,
W[1508],,SPEED MEASURE EXT1 FOR XBT,"xxx,xRpm",,,,,
W[1509],,SPEED MEASURE EXT2 FOR XBT,"xxx,xRpm",,,,,
W[1510],,SPEED MEASURE SAT1 FOR XBT,"xxx,xRpm",,,,,
W[1511],,SPEED MEASURE SAT2 FOR XBT,"xxx,xRpm",,,,,
W[1512],,SPEED MEASURE CR FOR XBT,"xxx,xFpm",,,,,
W[1513],,SPEED MEASURE MDO1 FOR XBT,"xxx,xFpm",,,,,
W[1514],,SPEED MEASURE MDO2 FOR XBT,"xxx,xFpm",,,,,
W[1515],,SPEED MEASURE MDO3 FOR XBT,"xxx,xFpm",,,,,
W[1516],,SPEED MEASURE TDO FOR XBT,"xxx,xFpm",,,,,
W[1517],,SPEED MEASURE PRS1 FOR XBT,"xxx,xFpm",,,,,
W[1518],,SPEED MEASURE PRS2 FOR XBT,"xxx,xFpm",,,,,
W[1519],,CURRENT MEASURE EXT1 FOR XBT,xxxxAmp,,,,,
W[1520],,CURRENT MEASURE EXT2 FOR XBT,xxxxAmp,,,,,
W[1521],,CURRENT MEASURE SAT1 FOR XBT,xxxAmp,,,,,
W[1522],,CURRENT MEASURE SAT2 FOR XBT,xxxAmp,,,,,
W[1523],,CURRENT MEASURE CR FOR XBT,"xx,xAmp",,,,,
W[1524],,CURRENT MEASURE MDO1 FOR XBT,"xx,xAmp",,,,,
W[1525],,CURRENT MEASURE MDO2 FOR XBT,xxxAmp,,,,,
W[1526],,CURRENT MEASURE MDO3 FOR XBT,xxxAmp,,,,,
W[1527],,CURRENT MEASURE TDO FOR XBT,xxxAmp,,,,,
W[1528],,CURRENT MEASURE PRS1 FOR XBT,"xx,xAmp",,,,,
W[1529],,CURRENT MEASURE PRS2 FOR XBT,"xx,xAmp",,,,,
W[1530],,RATIO MEASURE EXT1/EXT2 FOR XBT,"x,xxx",,,,,
W[1531],,RATIO MEASURE MDO1/CR FOR XBT,"x,xxx",,,,,
W[1532],,RATIO MEASURE TDO/MDO3 FOR XBT,"x,xxx",,,,,
W[1533],,RATIO MEASURE PRS1/TDO FOR XBT,"x,xxx",,,,,
W[1534],,RATIO MEASURE PRS2/PRS1 FOR XBT,"x,xxx",,,,,
W[1535],,STRETCHING MEASURE MDO2/MDO1,"x,xxx",,,,,
W[1536],,STRETCHING MEASURE MDO3/MDO2,"x,xxx",,,,,
W[1537],,GAUGE MEASURE MDO3/TDO,xxxLb,,,,,
W[1538],,RATIO MEASURE CR/EXT,"x,xxx",,,,,
W[1539],,RATIO MEASURE CR/SAT1,"x,xxx",,,,,
W[1540],,RATIO MEASURE CR/SAT2,"x,xxx",,,,,
W[1541],,FREE,,,,,,
W[1542],,FREE,,,,,,
W[1543],,FREE,,,,,,
W[1544],,FREE,,,,,,
W[1545],,FREE,,,,,,
W[1546],,FREE,,,,,,
W[1547],,FREE,,,,,,
W[1548],,FREE,,,,,,
W[1549],,FREE,,,,,,
W[1600],,PRESSURE ORDER EXT1 FOR XBT   setpoint P512,xxxxPsi,,,,,
W[1601],,PRESSURE ORDER EXT2 FOR XBT,xxxxPsi,,,,,
W[1602],,PRESSURE ORDER SAT1 FOR XBT,xxxxPsi,,,,,
W[1603],,PRESSURE ORDER SAT2 FOR XBT,xxxxPsi,,,,,
W[1604],,SPEED ORDER EXT2 FOR XBT,"xxx,xRpm",,,,,
W[1605],,SPEED ORDER SAT1 FOR XBT,"xxx,xRpm",,,,,
W[1606],,SPEED ORDER SAT2 FOR XBT,"xxx,xRpm",,,,,
W[1607],,SPEED ORDER CR FOR XBT,"xxx,xFpm",,,,,
W[1608],,RATIO ORDER EXT1/EXT2 FOR XBT,"x,xxx",,,,,
W[1609],,FRICTION ORDER MDO1/CR FOR XBT,"x,xxx",,,,,
W[1610],,FRICTION ORDER TDO/MDO3 FOR XBT,"x,xxx",,,,,
W[1611],,FRICTION ORDER PRS1/TDO FOR XBT,"x,xxx",,,,,
W[1612],,FRICTION ORDER PRS2/PRS1 FOR XBT,"x,xxx",,,,,
W[1613],,INTRO STRET MDO2/MDO1,"x,xxx",,,,,
W[1614],,INTRO STRET MDO3/MDO2,"x,xxx",,,,,
W[1615],,LOW STRET MDO2/MDO1,"x,xxx",,,,,
W[1616],,LOW STRET MDO3/MDO2,"x,xxx",,,,,
W[1617],,PROD STRET MDO2/MDO1,"x,xxx",,,,,
W[1618],,PROD STRET MDO3/MDO2,"x,xxx",,,,,
W[1619],,GAUGE SET POINT MDO3/TDO,xxxLb,,,,,
W[1620],,RATIO SET POINT CR/EXT,"x,xxx",,,,,
W[1621],,RATIO SET POINT CR/SAT1,"x,xxx",,,,,
W[1622],,RATIO SET POINT CR/SAT2,"x,xxx",,,,,
W[1623],,FREE,,,,,,
W[1624],,FREE,,,,,,
W[1625],,FREE,,,,,,
W[1626],,FREE,,,,,,
W[1627],,FREE,,,,,,
W[1628],,FREE,,,,,,
W[1629],,FREE,,,,,,
W[1630],,FREE,,,,,,
W[1631],,FREE,,,,,,
W[1632],,FREE,,,,,,
W[1633],,FREE,,,,,,
W[1634],,FREE,,,,,,
W[1635],,FREE,,,,,,
W[1636],,FREE,,,,,,
W[1637],,FREE,,,,,,
W[1638],,FREE,,,,,,
W[1639],,FREE,,,,,,
W[1640],,FREE,,,,,,
W[1641],,FREE,,,,,,
W[1642],,FREE,,,,,,
W[1643],,FREE,,,,,,
W[1644],,FREE,,,,,,
W[1645],,FREE,,,,,,
W[1646],,FREE,,,,,,
W[1647],,FREE,,,,,,
W[1648],,FREE,,,,,,
W[1649],,FREE,,,,,,
W[1800],,RECEIVE UNITELWAY 1,PFW42;H'06',,,,,
W[1801],,RECEIVE UNITELWAY 1,W43,,,,,
W[1802],,RECEIVE UNITELWAY 1,H44,,,,,
W[1803],,SEND  UNITELWAY 1,H'0668',,,,,
W[1804],,SEND  UNITELWAY 1,85,,,,,
W[1805],,SEND  UNITELWAY 1,5,,,,,
W[1806],,FREE,,,,,,
W[1807],,FREE,,,,,,
W[1808],,FREE,,,,,,
W[1809],,FREE,,,,,,
W[1810],,FREE,,,,,,
W[1811],,RECEIVE UNITELWAY 2,PFW42;H'06',,,,,
W[1812],,RECEIVE UNITELWAY 2,W43,,,,,
W[1813],,RECEIVE UNITELWAY 2,W44,,,,,
W[1814],,SEND  UNITELWAY 2,H'0668',,,,,
W[1815],,SEND  UNITELWAY 2,85,,,,,
W[1816],,SEND  UNITELWAY 2,5,,,,,
W[1817],,FREE,,,,,,
W[1818],,FREE,,,,,,
W[1819],,FREE,,,,,,
W[1820],,FREE,,,,,,
W[1821],,RECEIVE UNITELWAY 3,PFW42;H'06',,,,,
W[1822],,RECEIVE UNITELWAY 3,W43,,,,,
W[1823],,RECEIVE UNITELWAY 3,W44,,,,,
W[1824],,SEND  UNITELWAY 3,H'0668',,,,,
W[1825],,SEND  UNITELWAY 3,85,,,,,
W[1826],,SEND  UNITELWAY 3,5,,,,,
W[1827],,FREE,,,,,,
W[1828],,FREE,,,,,,
W[1829],,FREE,,,,,,
W[1830],,INC FOR UNITELWAY 1,,,,,,
W[1831],,INC FOR UNITELWAY 2,,,,,,
W[1832],,INC FOR UNITELWAY 3,,,,,,
W[1833],,FREE,,,,,,
W[1834],,FREE,,,,,,
W[1835],,FREE,,,,,,
W[1836],,FREE,,,,,,
W[1837],,FREE,,,,,,
W[1838],,FREE,,,,,,
W[1839],,FREE,,,,,,
W[1840],,FREE,,,,,,
W[1841],,FREE,,,,,,
W[1842],,FREE,,,,,,
W[1843],,FREE,,,,,,
W[1844],,FREE,,,,,,
W[1845],,FREE,,,,,,
W[1846],,FREE,,,,,,
W[1847],,FREE,,,,,,
W[1848],,FREE,,,,,,
W[1849],,FREE,,,,,,
W[2000],,SETPOINT SECTION EXT1,,,,,,
W[2001],,"MEASURE (0-10000 PTS)   actual press, A/F EXT1",W1501,,,,,
W[2002],,MEASURE (0-10000 PTS),,,,,,
W[2003],,PROPORTIONAL ACTION BP%,,,,,,
W[2004],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2005],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2006],,DERIVATIVE CORRECTION,,,,,,
W[2007],,DERIVATIVE CORRECTION,,,,,,
W[2008],,GAIN,,,,,,
W[2009],,MEASURE (T-1),,,,,,
W[2010],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2011],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2012],,ORDER -MEASURE =E,,,,,,
W[2013],,ORDER -MEASURE =E,,,,,,
W[2014],,PROPORTIONNAL ACTION,,,,,,
W[2015],,PROPORTIONNAL ACTION,,,,,,
W[2016],,INTEGRAL ACTION,,,,,,
W[2017],,INTEGRAL ACTION,,,,,,
W[2018],,DERIVATIVE ACTION,,,,,,
W[2019],,DERIVATIVE ACTION,,,,,,
W[2020],,SAMPLE TIME,*10/trs cyc,,,,,
W[2021],,%MAXI CORRECTION,,,,,,
W[2022],,ORDER FOR REGULATION (0-10000PTS)   PRE S/P A/F EXT1,W770,,,,,
W[2023],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2024],,STATUS BOUCLE,,,,,,
W[2025],,REFERENCE (0-10000PTS),,,,,,
W[2026],,RATIO,0/00,,,,,
W[2027],,ACCELERATION,pts,,,,,
W[2028],,DECELERATION,pts,,,,,
W[2029],,CORRECTION,,,,,,
W[2030],,MANU SET POINT,,,,,,
W[2031],,STOP RAMP,pts,,,,,
W[2032],,OUTPUT RAMP,pts,,,,,
W[2033],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2034],,SET POINT * RATIO,,,,,,
W[2035],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2036],,OUTPUT SET POINT,,,,,,
W[2037],,MEASURE,,,,,,
W[2038],,FREE,,,,,,
W[2039],,FREE,,,,,,
W[2040],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2041],,PID FILTER OUTPUT,,,,,,
W[2042],,PID FILTER OUTPUT,,,,,,
W[2043],,FREE,,,,,,
W[2044],,FREE,,,,,,
W[2045],,FREE,,,,,,
W[2046],,FREE,,,,,,
W[2047],,FREE,,,,,,
W[2048],,FREE,,,,,,
W[2049],,FREE,,,,,,
W[2050],,SUMMATION SET POINT -DEC,,,,,,
