PLC ADR,ALIAS TO ,DESCRIPTION,UNIT,,,,,
W[2735],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2736],,OUTPUT SET POINT,,,,,,
W[2737],,MEASURE,,,,,,
W[2738],,FREE,,,,,,
W[2739],,FREE,,,,,,
W[2740],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2741],,PID FILTER OUTPUT,,,,,,
W[2742],,PID FILTER OUTPUT,,,,,,
W[2743],,FREE,,,,,,
W[2744],,FREE,,,,,,
W[2745],,FREE,,,,,,
W[2746],,FREE,,,,,,
W[2747],,FREE,,,,,,
W[2748],,FREE,,,,,,
W[2749],,FREE,,,,,,
W[2750],,SUMMATION SET POINT -DEC,,,,,,
W[2751],,SUMMATION SET POINT +ACC,,,,,,
W[2752],,FREE,,,,,,
W[2753],,FREE,,,,,,
W[2754],,FREE,,,,,,
W[2755],,FREE,,,,,,
W[2756],,FREE,,,,,,
W[2757],,FREE,,,,,,
W[2758],,FREE,,,,,,
W[2759],,FREE,,,,,,
W[2760],,FREE,,,,,,
W[2761],,FREE,,,,,,
W[2762],,FREE,,,,,,
W[2763],,FREE,,,,,,
W[2764],,FREE,,,,,,
W[2765],,FREE,,,,,,
W[2766],,FREE,,,,,,
W[2767],,FREE,,,,,,
W[2768],,FREE,,,,,,
W[2769],,FREE,,,,,,
W[2770],,FREE,,,,,,
W[2771],,FREE,,,,,,
W[2772],,FREE,,,,,,
W[2773],,FREE,,,,,,
W[2774],,FREE,,,,,,
W[2775],,FREE,,,,,,
W[2776],,FREE,,,,,,
W[2777],,FREE,,,,,,
W[2778],,FREE,,,,,,
W[2779],,FREE,,,,,,
W[2780],,FREE,,,,,,
W[2781],,FREE,,,,,,
W[2782],,FREE,,,,,,
W[2783],,FREE,,,,,,
W[2784],,FREE,,,,,,
W[2785],,FREE,,,,,,
W[2786],,FREE,,,,,,
W[2787],,FREE,,,,,,
W[2788],,FREE,,,,,,
W[2789],,FREE,,,,,,
W[2790],,FREE,,,,,,
W[2791],,FREE,,,,,,
W[2792],,FREE,,,,,,
W[2793],,FREE,,,,,,
W[2794],,FREE,,,,,,
W[2795],,FREE,,,,,,
W[2796],,FREE,,,,,,
W[2797],,FREE,,,,,,
W[2798],,FREE,,,,,,
W[2799],,FREE,,,,,,
W[2800],,SETPOINT SECTION TDO,,,,,,
W[2801],,MEASURE (0-10000 PTS),,,,,,
W[2802],,MEASURE (0-10000 PTS),,,,,,
W[2803],,PROPORTIONAL ACTION BP%,,,,,,
W[2804],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2805],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2806],,DERIVATIVE CORRECTION,,,,,,
W[2807],,DERIVATIVE CORRECTION,,,,,,
W[2808],,GAIN,,,,,,
W[2809],,MEASURE (T-1),,,,,,
W[2810],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2811],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2812],,ORDER -MEASURE =E,,,,,,
W[2813],,ORDER -MEASURE =E,,,,,,
W[2814],,PROPORTIONNAL ACTION,,,,,,
W[2815],,PROPORTIONNAL ACTION,,,,,,
W[2816],,INTEGRAL ACTION,,,,,,
W[2817],,INTEGRAL ACTION,,,,,,
W[2818],,DERIVATIVE ACTION,,,,,,
W[2819],,DERIVATIVE ACTION,,,,,,
W[2820],,SAMPLE TIME,*10/trs cyc,,,,,
W[2821],,%MAXI CORRECTION,,,,,,
W[2822],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2823],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2824],,STATUS BOUCLE,,,,,,
W[2825],,REFERENCE (0-10000PTS),,,,,,
W[2826],,RATIO,,,,,,
W[2827],,ACCELERATION,pts,,,,,
W[2828],,DECELERATION,pts,,,,,
W[2829],,CORRECTION,,,,,,
W[2830],,MANU SET POINT,,,,,,
W[2831],,STOP RAMP,pts,,,,,
W[2832],,OUTPUT RAMP,pts,,,,,
W[2833],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2834],,SET POINT * RATIO,,,,,,
W[2835],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2836],,OUTPUT SET POINT,,,,,,
W[2837],,MEASURE,,,,,,
W[2838],,FREE,,,,,,
W[2839],,FREE,,,,,,
W[2840],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2841],,PID FILTER OUTPUT,,,,,,
W[2842],,PID FILTER OUTPUT,,,,,,
W[2843],,FREE,,,,,,
W[2844],,FREE,,,,,,
W[2845],,FREE,,,,,,
W[2846],,FREE,,,,,,
W[2847],,FREE,,,,,,
W[2848],,FREE,,,,,,
W[2849],,FREE,,,,,,
W[2850],,SUMMATION SET POINT -DEC,,,,,,
W[2851],,SUMMATION SET POINT +ACC,,,,,,
W[2852],,FREE,,,,,,
W[2853],,FREE,,,,,,
W[2854],,FREE,,,,,,
W[2855],,FREE,,,,,,
W[2856],,FREE,,,,,,
W[2857],,FREE,,,,,,
W[2858],,FREE,,,,,,
W[2859],,FREE,,,,,,
W[2860],,FREE,,,,,,
W[2861],,FREE,,,,,,
W[2862],,FREE,,,,,,
W[2863],,FREE,,,,,,
W[2864],,FREE,,,,,,
W[2865],,FREE,,,,,,
W[2866],,FREE,,,,,,
W[2867],,FREE,,,,,,
W[2868],,FREE,,,,,,
W[2869],,FREE,,,,,,
W[2870],,FREE,,,,,,
W[2871],,FREE,,,,,,
W[2872],,FREE,,,,,,
W[2873],,FREE,,,,,,
W[2874],,FREE,,,,,,
W[2875],,FREE,,,,,,
W[2876],,FREE,,,,,,
W[2877],,FREE,,,,,,
W[2878],,FREE,,,,,,
W[2879],,FREE,,,,,,
W[2880],,FREE,,,,,,
W[2881],,FREE,,,,,,
W[2882],,FREE,,,,,,
W[2883],,FREE,,,,,,
W[2884],,FREE,,,,,,
W[2885],,FREE,,,,,,
W[2886],,FREE,,,,,,
W[2887],,FREE,,,,,,
W[2888],,FREE,,,,,,
W[2889],,FREE,,,,,,
W[2890],,FREE,,,,,,
W[2891],,FREE,,,,,,
W[2892],,FREE,,,,,,
W[2893],,FREE,,,,,,
W[2894],,FREE,,,,,,
W[2895],,FREE,,,,,,
W[2896],,FREE,,,,,,
W[2897],,FREE,,,,,,
W[2898],,FREE,,,,,,
W[2899],,FREE,,,,,,
W[2900],,SETPOINT SECTION PRS1,,,,,,
W[2901],,MEASURE (0-10000 PTS),,,,,,
W[2902],,MEASURE (0-10000 PTS),,,,,,
W[2903],,PROPORTIONAL ACTION BP%,,,,,,
W[2904],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2905],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2906],,DERIVATIVE CORRECTION,,,,,,
W[2907],,DERIVATIVE CORRECTION,,,,,,
W[2908],,GAIN,,,,,,
W[2909],,MEASURE (T-1),,,,,,
W[2910],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2911],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2912],,ORDER -MEASURE =E,,,,,,
W[2913],,ORDER -MEASURE =E,,,,,,
W[2914],,PROPORTIONNAL ACTION,,,,,,
W[2915],,PROPORTIONNAL ACTION,,,,,,
W[2916],,INTEGRAL ACTION,,,,,,
W[2917],,INTEGRAL ACTION,,,,,,
W[2918],,DERIVATIVE ACTION,,,,,,
W[2919],,DERIVATIVE ACTION,,,,,,
W[2920],,SAMPLE TIME,*10/trs cyc,,,,,
W[2921],,%MAXI CORRECTION,,,,,,
W[2922],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2923],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2924],,STATUS BOUCLE,,,,,,
W[2925],,REFERENCE (0-10000PTS),,,,,,
W[2926],,RATIO,,,,,,
W[2927],,ACCELERATION,pts,,,,,
W[2928],,DECELERATION,pts,,,,,
W[2929],,CORRECTION,,,,,,
W[2930],,MANU SET POINT,,,,,,
W[2931],,STOP RAMP,pts,,,,,
W[2932],,OUTPUT RAMP,pts,,,,,
W[2933],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2934],,SET POINT * RATIO,,,,,,
W[2935],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2936],,OUTPUT SET POINT,,,,,,
W[2937],,MEASURE,,,,,,
W[2938],,FREE,,,,,,
W[2939],,FREE,,,,,,
W[2940],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2941],,PID FILTER OUTPUT,,,,,,
W[2942],,PID FILTER OUTPUT,,,,,,
W[2943],,FREE,,,,,,
W[2944],,FREE,,,,,,
W[2945],,FREE,,,,,,
W[2946],,FREE,,,,,,
W[2947],,FREE,,,,,,
W[2948],,FREE,,,,,,
W[2949],,FREE,,,,,,
W[2950],,SUMMATION SET POINT -DEC,,,,,,
W[2951],,SUMMATION SET POINT +ACC,,,,,,
W[2952],,FREE,,,,,,
W[2953],,FREE,,,,,,
W[2954],,FREE,,,,,,
W[2955],,FREE,,,,,,
W[2956],,FREE,,,,,,
W[2957],,FREE,,,,,,
W[2958],,FREE,,,,,,
W[2959],,FREE,,,,,,
W[2960],,FREE,,,,,,
W[2961],,FREE,,,,,,
W[2962],,FREE,,,,,,
W[2963],,FREE,,,,,,
W[2964],,FREE,,,,,,
W[2965],,FREE,,,,,,
W[2966],,FREE,,,,,,
W[2967],,FREE,,,,,,
W[2968],,FREE,,,,,,
W[2969],,FREE,,,,,,
W[2970],,FREE,,,,,,
W[2971],,FREE,,,,,,
W[2972],,FREE,,,,,,
W[2973],,FREE,,,,,,
W[2974],,FREE,,,,,,
W[2975],,FREE,,,,,,
W[2976],,FREE,,,,,,
W[2977],,FREE,,,,,,
W[2978],,FREE,,,,,,
W[2979],,FREE,,,,,,
W[2980],,FREE,,,,,,
W[2981],,FREE,,,,,,
W[2982],,FREE,,,,,,
W[2983],,FREE,,,,,,
W[2984],,FREE,,,,,,
W[2985],,FREE,,,,,,
W[2986],,FREE,,,,,,
W[2987],,FREE,,,,,,
W[2988],,FREE,,,,,,
W[2989],,FREE,,,,,,
W[2990],,FREE,,,,,,
W[2991],,FREE,,,,,,
W[2992],,FREE,,,,,,
W[2993],,FREE,,,,,,
W[2994],,FREE,,,,,,
W[2995],,FREE,,,,,,
W[2996],,FREE,,,,,,
W[2997],,FREE,,,,,,
W[2998],,FREE,,,,,,
W[2999],,FREE,,,,,,
W[3000],,SETPOINT SECTION PRS2,,,,,,
W[3001],,MEASURE (0-10000 PTS),,,,,,
W[3002],,MEASURE (0-10000 PTS),,,,,,
W[3003],,PROPORTIONAL ACTION BP%,,,,,,
W[3004],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[3005],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[3006],,DERIVATIVE CORRECTION,,,,,,
W[3007],,DERIVATIVE CORRECTION,,,,,,
W[3008],,GAIN,,,,,,
W[3009],,MEASURE (T-1),,,,,,
W[3010],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[3011],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[3012],,ORDER -MEASURE =E,,,,,,
W[3013],,ORDER -MEASURE =E,,,,,,
W[3014],,PROPORTIONNAL ACTION,,,,,,
W[3015],,PROPORTIONNAL ACTION,,,,,,
W[3016],,INTEGRAL ACTION,,,,,,
W[3017],,INTEGRAL ACTION,,,,,,
W[3018],,DERIVATIVE ACTION,,,,,,
W[3019],,DERIVATIVE ACTION,,,,,,
W[3020],,SAMPLE TIME,*10/trs cyc,,,,,
W[3021],,%MAXI CORRECTION,,,,,,
W[3022],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[3023],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[3024],,STATUS BOUCLE,,,,,,
W[3025],,REFERENCE (0-10000PTS),,,,,,
W[3026],,RATIO,,,,,,
W[3027],,ACCELERATION,pts,,,,,
W[3028],,DECELERATION,pts,,,,,
W[3029],,CORRECTION,,,,,,
W[3030],,MANU SET POINT,,,,,,
W[3031],,STOP RAMP,pts,,,,,
W[3032],,OUTPUT RAMP,pts,,,,,
W[3033],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[3034],,SET POINT * RATIO,,,,,,
W[3035],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[3036],,OUTPUT SET POINT,,,,,,
W[3037],,MEASURE,,,,,,
W[3038],,FREE,,,,,,
W[3039],,FREE,,,,,,
W[3040],,SAMPLE TIMER,*10/trs cyc,,,,,
W[3041],,PID FILTER OUTPUT,,,,,,
W[3042],,PID FILTER OUTPUT,,,,,,
W[3043],,FREE,,,,,,
W[3044],,FREE,,,,,,
W[3045],,FREE,,,,,,
W[3046],,FREE,,,,,,
W[3047],,FREE,,,,,,
W[3048],,FREE,,,,,,
W[3049],,FREE,,,,,,
W[3050],,SUMMATION SET POINT -DEC,,,,,,
W[3051],,SUMMATION SET POINT +ACC,,,,,,
W[3052],,FREE,,,,,,
W[3053],,FREE,,,,,,
W[3054],,FREE,,,,,,
W[3055],,FREE,,,,,,
W[3056],,FREE,,,,,,
W[3057],,FREE,,,,,,
W[3058],,FREE,,,,,,
W[3059],,FREE,,,,,,
W[3060],,FREE,,,,,,
W[3061],,FREE,,,,,,
W[3062],,FREE,,,,,,
W[3063],,FREE,,,,,,
W[3064],,FREE,,,,,,
W[3065],,FREE,,,,,,
W[3066],,FREE,,,,,,
W[3067],,FREE,,,,,,
W[3068],,FREE,,,,,,
W[3069],,FREE,,,,,,
W[3070],,FREE,,,,,,
W[3071],,FREE,,,,,,
W[3072],,FREE,,,,,,
W[3073],,FREE,,,,,,
W[3074],,FREE,,,,,,
W[3075],,FREE,,,,,,
W[3076],,FREE,,,,,,
W[3077],,FREE,,,,,,
W[3078],,FREE,,,,,,
W[3079],,FREE,,,,,,
W[3080],,FREE,,,,,,
W[3081],,FREE,,,,,,
W[3082],,FREE,,,,,,
W[3083],,FREE,,,,,,
W[3084],,FREE,,,,,,
W[3085],,FREE,,,,,,
W[3086],,FREE,,,,,,
W[3087],,FREE,,,,,,
W[3088],,FREE,,,,,,
W[3089],,FREE,,,,,,
W[3090],,FREE,,,,,,
W[3091],,FREE,,,,,,
W[3092],,FREE,,,,,,
W[3093],,FREE,,,,,,
W[3094],,FREE,,,,,,
W[3095],,FREE,,,,,,
W[3096],,FREE,,,,,,
W[3097],,FREE,,,,,,
W[3098],,FREE,,,,,,
W[3099],,FREE,,,,,,
W[3100],,FREE,,,,,,
W[1002].10,,,,,,,,
W[1224].12,,,,,,,,
W[1224].15,,,,,,,,
W[150].0,,,,,,,,
W[150].1,,,,,,,,
W[150].2,,,,,,,,
W[150].3,,,,,,,,
W[150].4,,,,,,,,
W[150].5,,,,,,,,
W[150].6,,,,,,,,
W[150].7,,,,,,,,
W[150].8,,,,,,,,
W[150].9,,,,,,,,
W[150].10,,,,,,,,
W[150].11,,,,,,,,
W[150].12,,,,,,,,
W[150].13,,,,,,,,
W[150].14,,,,,,,,
W[150].15,,,,,,,,
W[151].0,,,,,,,,
W[151].1,,,,,,,,
W[151].2,,,,,,,,
W[151].3,,,,,,,,
W[151].4,,,,,,,,
W[151].5,,,,,,,,
W[151].6,,,,,,,,
W[151].7,,,,,,,,
W[151].8,,,,,,,,
W[151].9,,,,,,,,
W[151].10,,,,,,,,
W[151].11,W151_B,TSR-ON/OFF (AUX1)  (L2),,,,,,
W[151].12,W151_C,P512 CONTROL MODE  (L4),,,,,,
W[151].13,,,,,,,,
W[151].14,,,,,,,,
W[151].15,,,,,,,,
W[152].0,,,,,,,,
W[152].1,,,,,,,,
W[152].2,,,,,,,,
W[152].3,,,,,,,,
W[152].4,,,,,,,,
W[152].5,,,,,,,,
W[152].6,,,,,,,,
W[152].7,,,,,,,,
W[152].8,,,,,,,,
W[152].9,,,,,,,,
W[152].10,,,,,,,,
W[152].11,W152_B,TSR FAUL TO ORDER (L2),,,,,,
W[152].12,,,,,,,,
W[152].13,,,,,,,,
W[152].14,,,,,,,,
W[152].15,W152_E,TDO CURRENT > 310 AMPS MORE THAN 1 MIN  (L3),,,,,,
W[153].0,,UPS DEFECT,,,,,,
W[153].1,,PRI. IN-LINE BLOWER DEFECT,,,,,,
W[153].2,,SEC. IN-LINE BLOWER DEFECT,,,,,,
W[153].3,,PRI. GEAR BOX OIL PUMP DEFECT,,,,,,
W[153].4,,MDO TOP SAFETY CABLE PROCESS STOP  (L3),,,,,,
W[153].5,,,,,,,,
W[153].6,,,,,,,,
W[153].7,,,,,,,,
W[153].8,,,,,,,,
W[153].9,,,,,,,,
W[153].10,,,,,,,,
W[153].11,,,,,,,,
W[153].12,,,,,,,,
W[153].13,,,,,,,,
W[153].14,,,,,,,,
W[153].15,,,,,,,,
W[2024].12,,,,,,,,
W[2024].15,,,,,,,,
W[2124].12,,,,,,,,
W[2124].15,,,,,,,,
W[2224].12,,,,,,,,
W[2224].15,,,,,,,,
W[2324].12,,,,,,,,
W[2324].15,,,,,,,,
W[2424].12,,,,,,,,
W[2424].15,,,,,,,,
W[2524].12,,,,,,,,
W[2524].15,,,,,,,,
W[2624].12,,,,,,,,
W[2624].15,,,,,,,,
W[2724].12,,,,,,,,
W[2724].15,,,,,,,,
W[2824].12,,,,,,,,
W[2824].15,,,,,,,,
W[2924].12,,,,,,,,
W[2924].15,,,,,,,,
W[3024].12,,,,,,,,
W[3024].15,,,,,,,,
W[303].0,,,,,,,,
W[303].1,,,,,,,,
W[303].2,,,,,,,,
W[303].3,,,,,,,,
W[303].4,,,,,,,,
W[303].5,,,,,,,,
W[303].6,,,,,,,,
W[303].7,,,,,,,,
W[303].8,,,,,,,,
W[304].9,,,,,,,,
W[304].10,,,,,,,,
W315_0,,ORDER STOP EXT1  (L4),,,,,,
W315_1,,ORDER STOP EXT2  (L4),,,,,,
W315_2,,ORDER STOP SAT1  (L4),,,,,,
W315_3,,ORDER STOP SAT2  (L4),,,,,,
W315_4,,ORDER STOP CR     (L4),,,,,,
W[315].5,,,,,,,,
W[315].6,,,,,,,,
W[315].7,,,,,,,,
W[315].9,,,,,,,,
W[315].10,,,,,,,,
W[316].5,,,,,,,,
W[316].6,,,,,,,,
W[316].7,,,,,,,,
W[316].9,,,,,,,,
W[316].10,,,,,,,,
W[330].1,,,,,,,,
W[330].2,,,,,,,,
W[330].3,,,,,,,,
W[330].4,,,,,,,,
W[330].5,,,,,,,,
W[330].6,,,,,,,,
W[330].7,,,,,,,,
W[330].8,,,,,,,,
W[331].1,,,,,,,,
W[331].2,,,,,,,,
W[331].3,,,,,,,,
W[331].4,,,,,,,,
W[331].5,,,,,,,,
W[331].6,,,,,,,,
W[331].7,,,,,,,,
W[331].8,,,,,,,,
W[331].9,,,,,,,,
W[332].1,,,,,,,,
W[332].2,,,,,,,,
W[332].3,,,,,,,,
W[332].4,,,,,,,,
W[332].5,,,,,,,,
W[332].6,,,,,,,,
W[332].7,,,,,,,,
W[332].8,,,,,,,,
W[333].1,,,,,,,,
W[333].2,,,,,,,,
W[333].3,,,,,,,,
W[333].4,,,,,,,,
W[333].5,,,,,,,,
W[333].6,,,,,,,,
W[333].7,,,,,,,,
W[333].8,,,,,,,,
W[333].9,,,,,,,,
W[333].10,,,,,,,,
W[334].1,,,,,,,,
W[334].2,,,,,,,,
W[334].3,,,,,,,,
W[334].4,,,,,,,,
W[334].5,,,,,,,,
W[334].6,,,,,,,,
W[334].7,,,,,,,,
W[334].8,,,,,,,,
W[335].1,,,,,,,,
W[335].2,,,,,,,,
W[335].3,,,,,,,,
W[335].4,,,,,,,,
W[335].5,,,,,,,,
W[335].6,,,,,,,,
W[336].1,,,,,,,,
W[336].2,,,,,,,,
W[336].3,,,,,,,,
W[336].4,,,,,,,,
W[336].5,,,,,,,,
W[336].6,,,,,,,,
W[336].7,,,,,,,,
W[336].8,,,,,,,,
W[337].1,,,,,,,,
W[337].2,,,,,,,,
W[337].3,,,,,,,,
W[337].4,,,,,,,,
W[361].1,,,,,,,,
W[394].0,,,,,,,,
W[500].1,,,,,,,,
W[501].8,,,,,,,,
W[518].0,,,,,,,,
W[541].1,,,,,,,,
W[574].0,,,,,,,,
W[700].1,,,,,,,,
W[701].8,,,,,,,,
W[718].0,,,,,,,,
W[98].0,,,,,,,,
W[98].1,,,,,,,,
W[98].2,,,,,,,,
W[98].3,,,,,,,,
,,,,,,,,
