,F13 I/O LIST,,
,,,
,F13\INPUTBIT.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
"IB1,D",(FREE),,104
"IB1,E",AUX. WINDER 1 WEB BREAK BYPASS           F36,,104
"IB1,F",AUX. WINDER 2 WEB BREAK BYPASS           F46,,104
,,,
"IB2,0",NIP ROLL ENGAGE                          F63,,107
"IB2,1",NIP ROLL RETRACT                         F63,,107
"IB2,2",KNIFE ENGAGE                             F63,,107
"IB2,3",KNIFE RETRACT                            F63,,107
"IB2,4",SPREADER ROLL 1 ENGAGE                   F63,,107
"IB2,5",SPREADER ROLL 1 RETRACT                  F63,,107
"IB2,6",PRS STOP E                               F95,,107
"IB2,7",PRS STOP E                               F63,,107
"IB2,8",(FREE),,108
"IB2,9",AUX. WINDER 3 START                      F70,,108
"IB2,A",AUX. WINDER 3 STOP                       F70,,108
"IB2,B",AUX. WINDER 3 ENGAGE                     F70,,108
"IB2,C",AUX. WINDER 3 RETRACT                    F70,,108
"IB2,D",(FREE),,108
"IB2,E",C. R. COOLING STOP,,108
"IB2,F",WATER BATH COOLING STOP,,108
,,,
"IB3,0",BURNER 9 ON                             F159,,111
"IB3,1",BURNER 9 DEFECT                         F159,,111
"IB3,2",BURNER 10 ON                            F160,,111
"IB3,3",BURNER 10 DEFECT                        F160,,111
"IB3,4",BURNER 11 ON                            F161,,111
"IB3,5",BURNER 11 DEFECT                        F161,,111
"IB3,6",BURNER 12 ON                            F162,,111
"IB3,7",BURNER 12 DEFECT                        F162,,111
"IB3,8",BURNER 13 ON                            F163,,112
"IB3,9",BURNER 13 DEFECT                        F163,,112
"IB3,A",BURNER 14 ON                            F164,,112
"IB3,B",BURNER 14 DEFECT                        F164,,112
"IB3,C",BURNER 15 ON                            F165,,112
"IB3,D",BURNER 15 DEFECT                        F165,,112
"IB3,E",BURNER 16 ON                            F166,,112
