,F12 I/O LIST,,
,,,
,F12\OUTPUT.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
"OB0,1",E012 (ADDITIVE PUMP FAILURE),,99
"OB0,2",FREE,,99
"OB0,3",START/STOP AUGER 2                              HOMO,,99
"OB0,4",FREE,,99
"OB0,5",FREE,,99
"OB0,6",FREE,,99
"OB0,7",FREE,,99
"OB0,8",FREE,,100
"OB0,9",FREE,,100
"OB0,A",FREE,,100
"OB0,B",FREE,,100
"OB0,C",FREE,,100
,,,
,,,
,,,
"OB0,D",FREE,,100
"OB0,E",FREE,,100
"OB0,F",FREE,,100
,,,
"OB1,0",MELT LINE 1 ZONE 3                               F21,H1200-14,103
"OB1,1",MELT LINE 1 ZONE 4                               F21,H1200-15,103
"OB1,2",(FREE),,103
"OB1,3",(FREE),,
"OB1,4",MOTOR CHANGE FILTER EXT. 1                       F21,M1230-01,103
"OB1,5",FILTER ZONE 1                                    F21,H1230-02,103
"OB1,6",FILTER ZONE 2                                    F21,H1230-03,103
"OB1,7",FILTER ZONE 3                                    F21,H1230-04,103
"OB1,8",ADAPTER                                          F21,H1230-05,104
"OB1,9",(FREE),,104
"OB1,A",(FREE),,
"OB1,B",EXT. 2 SCREEN CHANGER                            F21,M1231-01,104
"OB1,C",FILTER ZONE 1                                    F21,H1231-02,104
"OB1,D",FILTER ZONE 2                                    F21,H1231-03,104
"OB1,E",FILTER ZONE 3                                    F21,H1231-04,104
"OB1,F",ADAPTER                                          F21,H1231-05,104
,,,
"OB2,0",(FREE),,107
"OB2,1",SAT. EXT. 2 HEATER Z1                            F22,H1210-15,107
"OB2,2",SAT. EXT. 2 HEATER Z2                            F22,H1210-16,107
"OB2,3",SAT. EXT. 2 HEATER Z3                            F22,H1210-17,107
"OB2,4",SAT. EXT. 2 HEATER Z4                            F22,H1210-18,107
"OB2,5",SAT. EXT. 2 HEATER Z5                            F22,H1210-19,107
"OB2,6",SAT. EXT. 2 HEATER Z6                            F22,H1210-20,107
"OB2,7",SAT. EXT. 2 HEATER Z7                            F22,H1210-21,107
"OB2,8",ADAPTER SAT. EXT. 2                              F22,H1210-30,108
"OB2,9",COOLING FAN Z1                                   F22,M1210-22,108
"OB2,A",COOLING FAN Z2                                   F22,M1210-23,108
"OB2,B",COOLING FAN Z3                                   F22,M1210-24,108
